brand,rating,price,processor_brand,num_processor,processor_speed,ram,memory_inbuilt,battery_capacity,charger,charging,display_size_inches,pixel,resolution_width,resolution_height,ppi,frequency_display_hz,primary_front_camera,secondry_front_camera,primary_rear_camera,secondry_rear_camera,os_brand,version,memory_card_upto,sim,is_5G,is_wifi
Samsung,4.0,85999,Snapdragon,8.0,3.0,8.0,128.0,10090.0,45.0,Fast,12.4,1752x2800,1752.0,2800.0,266.3672443168513,120.0,12.0,0.0,13.0,6.0,Unknown,0.0,1TB,Single Sim,5G,Wi-Fi
Samsung,4.7,49999,Snapdragon,8.0,3.09,6.0,128.0,10090.0,45.0,Fast,12.4,2800x1752,2800.0,1752.0,266.3672443168513,120.0,8.0,0.0,13.0,5.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
Lenovo,4.2,7999,Snapdragon,8.0,1.8,2.0,32.0,7000.0,0.0,Unknown,10.04,1200x1920,1200.0,1920.0,225.5134931965722,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Samsung,4.75,83999,Snapdragon,8.0,3.09,6.0,128.0,10090.0,45.0,Fast,12.4,2800x1752,2800.0,1752.0,266.3672443168513,120.0,8.0,0.0,13.0,5.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
iQOO,4.0,34990,Snapdragon,8.0,3.2,8.0,256.0,10500.0,50.0,Fast,12.1,1968x2800,1968.0,2800.0,282.8454170569854,144.0,16.0,0.0,13.0,8.0,Android,14.0,Unknown,Unknown,not_available,Wi-Fi
Google,4.4,96834,Tensor,8.0,2.85,8.0,256.0,0.0,0.0,Unknown,10.95,1600x2560,1600.0,2560.0,275.69625226101493,90.0,8.0,0.0,8.0,0.0,Android,13.0,Not_available,Unknown,not_available,Wi-Fi
Vivo,4.2,44990,Snapdragon,8.0,3.3,8.0,128.0,10500.0,44.0,Fast,12.4,1968x2800,1968.0,2800.0,276.0023827733487,144.0,8.0,0.0,13.0,2.0,Android,13.0,Unknown,Unknown,not_available,Wi-Fi
Google,4.45,79990,Tensor,8.0,3.0,8.0,128.0,0.0,0.0,Unknown,11.95,1600x2760,1600.0,2760.0,266.9652804229679,90.0,12.0,0.0,12.0,0.0,Android,13.0,Not_available,Unknown,not_available,Wi-Fi
Doogee,4.25,24799,Unisoc,8.0,1.6,6.0,256.0,8580.0,0.0,Unknown,11.0,1200x1920,1200.0,1920.0,205.8323156085077,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Ulefone,4.55,16599,Helio,8.0,2.0,4.0,64.0,7650.0,0.0,Unknown,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,256GB,Dual Sim,not_available,Wi-Fi
Lenovo,4.55,19990,Helio,8.0,2.0,4.0,128.0,7040.0,15.0,Fast,10.95,1200x1920,1200.0,1920.0,206.77218919576117,90.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
iKall,4.5,3499,Unknown,0.0,0.0,2.0,16.0,3000.0,0.0,Unknown,7.0,1024x600,1024.0,600.0,169.54777786686512,0.0,0.3,0.0,2.0,0.0,Android,6.0,Unknown,Dual Sim,not_available,Wi-Fi
Oppo,4.35,21990,Helio,8.0,2.2,6.0,128.0,8000.0,33.0,Fast,11.36,2408x1720,2408.0,1720.0,260.49294822734714,90.0,8.0,0.0,8.0,0.0,Unknown,0.0,Unknown,Dual Sim,not_available,Wi-Fi
Samsung,4.55,16990,Helio,8.0,2.2,4.0,64.0,5100.0,15.0,Fast,8.7,800x1340,800.0,1340.0,179.38401080367268,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Samsung,4.35,54999,Unknown,0.0,0.0,0.0,0.0,4900.0,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,Unknown,Unknown,not_available,Wi-Fi
Samsung,4.7,39999,Octa,8.0,0.0,6.0,128.0,5050.0,0.0,Unknown,8.0,1920x1200,1920.0,1200.0,283.0194339616981,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,64GB,Dual Sim,5G,Wi-Fi
Huawei,4.65,49990,Kirin,8.0,2.62,12.0,256.0,8300.0,66.0,Fast,11.0,2560x1600,2560.0,1600.0,274.4430874780103,120.0,16.0,0.0,13.0,8.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
DOMO,4.55,7490,Helio,8.0,2.5,2.0,32.0,5020.0,0.0,Unknown,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Dual Sim,not_available,Wi-Fi
Blackview,4.25,19990,Helio,8.0,2.2,12.0,256.0,8800.0,33.0,Fast,12.0,1200x2000,1200.0,2000.0,194.36506316151,0.0,8.0,0.0,16.0,0.0,Unknown,0.0,(Hybrid),Dual Sim,not_available,Wi-Fi
Doogee,4.7,23990,Helio,8.0,2.2,12.0,256.0,10800.0,0.0,Unknown,12.0,1200x2000,1200.0,2000.0,194.36506316151,90.0,8.0,0.0,16.0,0.0,Unknown,0.0,2TB,Dual Sim,not_available,Wi-Fi
Doogee,4.6,25990,Helio,8.0,2.2,12.0,256.0,8580.0,18.0,Fast,11.0,1600x2560,1600.0,2560.0,274.4430874780103,90.0,8.0,0.0,16.0,0.0,Unknown,0.0,2TB,Dual Sim,not_available,Wi-Fi
Doogee,4.1,12990,Unisoc,8.0,2.0,4.0,128.0,5060.0,0.0,Unknown,8.4,1080x2400,1080.0,2400.0,313.3101742780187,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Apple,4.0,79999,Apple,8.0,0.0,0.0,64.0,0.0,0.0,Unknown,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,0.0,iOS,17.0,Not_available,Single Sim,5G,Wi-Fi
Teclast,4.35,19999,Unisoc,8.0,2.0,8.0,128.0,7200.0,0.0,Unknown,10.51,1200x1920,1200.0,1920.0,215.4286842715114,0.0,8.0,0.0,13.0,13.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Apple,4.25,59999,Bionic,6.0,3.22,0.0,64.0,0.0,0.0,Unknown,10.9,1640x2360,1640.0,2360.0,263.65893499722654,0.0,12.0,0.0,12.0,0.0,iPadOS,17.0,Not_available,Single Sim,5G,Wi-Fi
Ulefone,4.45,20999,Helio,8.0,2.2,8.0,256.0,18600.0,0.0,Unknown,11.0,1200x2000,1200.0,2000.0,212.0346143580109,0.0,16.0,0.0,48.0,0.0,Unknown,0.0,Supported,Dual Sim,not_available,Wi-Fi
Wishtel,4.2,10416,Octa,8.0,2.0,3.0,32.0,5500.0,0.0,Unknown,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,128GB,Dual Sim,not_available,Wi-Fi
Samsung,4.55,11999,Helio,8.0,2.2,4.0,64.0,5100.0,15.0,Fast,8.7,800x1340,800.0,1340.0,179.38401080367268,0.0,2.0,0.0,8.0,0.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
Samsung,4.1,55999,Exynos,8.0,2.4,8.0,256.0,8000.0,45.0,Fast,10.9,1440x2304,1440.0,2304.0,249.26482257177082,90.0,12.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,5G,Wi-Fi
Samsung,4.2,47999,Exynos,8.0,2.4,8.0,256.0,8000.0,45.0,Fast,10.9,1440x2304,1440.0,2304.0,249.26482257177082,90.0,12.0,0.0,8.0,0.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
iKall,4.25,7999,Octa,8.0,2.0,3.0,32.0,5000.0,0.0,Unknown,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,256GB,Single Sim,not_available,Wi-Fi
DOMO,4.65,10490,Octa,8.0,1.6,4.0,64.0,5020.0,0.0,Unknown,10.1,800x1280,800.0,1280.0,149.44920605238187,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,512GB,Dual Sim,not_available,Wi-Fi
Lenovo,4.65,19990,Helio,8.0,2.0,4.0,64.0,7040.0,15.0,Fast,11.0,1200x1920,1200.0,1920.0,205.8323156085077,90.0,8.0,0.0,13.0,8.0,Android,13.0,128GB,Unknown,Unknown,Wi-Fi
Wishtel,4.35,12340,Octa,8.0,2.0,4.0,64.0,5500.0,0.0,Unknown,8.4,1920x1200,1920.0,1200.0,269.5423180587601,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
iKall,4.3,3999,Quad,4.0,1.3,2.0,32.0,3000.0,0.0,Unknown,7.0,1024x600,1024.0,600.0,169.54777786686512,0.0,2.0,0.0,5.0,0.0,Android,10.0,32GB,Unknown,Unknown,Wi-Fi
Amazon,4.0,12999,Unknown,0.0,0.0,3.0,32.0,0.0,0.0,Unknown,10.01,1200x1920,1200.0,1920.0,226.18935781154693,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,Supported,Unknown,not_available,Wi-Fi
Huawei,4.45,35000,Kirin,8.0,2.62,12.0,256.0,10100.0,88.0,Fast,13.2,2880x1920,2880.0,1920.0,262.2219109428356,144.0,16.0,0.0,13.0,8.0,Harmony,4.0,Not_available,Unknown,Unknown,Wi-Fi
Motorola,4.45,19999,Octa,8.0,0.0,6.0,128.0,7800.0,33.0,Fast,10.6,1200x2000,1200.0,2000.0,220.0359205602,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Huawei,4.4,40999,Snapdragon,8.0,2.4,8.0,256.0,7700.0,0.0,Fast,11.5,1440x2200,1440.0,2200.0,228.6410911936667,120.0,8.0,0.0,13.0,0.0,Harmony,3.1,Unknown,Unknown,not_available,Wi-Fi
Cubot,4.05,10499,Tiger,8.0,2.0,8.0,128.0,7000.0,0.0,Unknown,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,(Hybrid),Dual Sim,not_available,Wi-Fi
Doogee,4.7,29999,Unisoc,8.0,2.0,15.0,256.0,8580.0,18.0,Fast,10.1,Unknown,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,Android,12.0,Not_available,Unknown,Unknown,Wi-Fi
Doogee,4.0,24999,Unisoc,8.0,2.0,20.0,256.0,8250.0,18.0,Fast,10.51,Unknown,0.0,0.0,0.0,0.0,8.0,0.0,13.0,0.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
Doogee,4.6,23999,Rockchip,4.0,2.0,9.0,0.0,5060.0,0.0,Unknown,10.1,Unknown,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,Not_available,Unknown,Unknown,Wi-Fi
TCL,4.6,14990,Helio,8.0,2.0,4.0,128.0,6000.0,10.0,Fast,10.36,1200x2000,1200.0,2000.0,225.13327779325485,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Lenovo,4.6,14999,Helio,8.0,0.0,3.0,32.0,5100.0,0.0,Unknown,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,2.0,0.0,5.0,0.0,Android,13.0,Supported,Unknown,Unknown,Wi-Fi
Lenovo,4.5,17999,Helio,8.0,0.0,4.0,64.0,5100.0,0.0,Unknown,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,Supported,No Sim Supported,not_available,Wi-Fi
Teclast,4.7,15900,Tiger,8.0,2.0,8.0,128.0,6000.0,0.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,13.0,0.3,Unknown,0.0,(Hybrid),Dual Sim,not_available,Wi-Fi
iKall,4.75,6999,Quad,4.0,2.0,3.0,32.0,4000.0,0.0,Unknown,8.0,600x1024,600.0,1024.0,148.35430563350698,0.0,5.0,0.0,8.0,0.0,Android,11.0,Supported,Unknown,Unknown,Wi-Fi
Oukitel,4.55,79999,Dimensity,8.0,2.0,12.0,256.0,32000.0,33.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,32.0,0.0,48.0,20.0,Android,13.0,Supported,Unknown,5G,Wi-Fi
Samsung,4.0,107014,Snapdragon,8.0,3.2,12.0,256.0,11200.0,45.0,Fast,14.6,1848x2960,1848.0,2960.0,239.0077693925176,120.0,12.0,12.0,13.0,8.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
Samsung,4.35,72999,Snapdragon,8.0,3.2,8.0,128.0,8400.0,45.0,Fast,11.0,1600x2560,1600.0,2560.0,274.4430874780103,120.0,12.0,0.0,13.0,0.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
Samsung,4.25,74999,Snapdragon,8.0,3.2,12.0,256.0,8400.0,45.0,Fast,11.0,1600x2560,1600.0,2560.0,274.4430874780103,120.0,12.0,0.0,13.0,0.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
Samsung,4.7,119999,Snapdragon,8.0,3.2,12.0,512.0,11200.0,45.0,Fast,14.6,1848x2960,1848.0,2960.0,239.0077693925176,120.0,12.0,12.0,13.0,8.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
Oukitel,4.65,19999,Helio,8.0,2.0,8.0,256.0,20000.0,33.0,Fast,10.1,1200x1920,1200.0,1920.0,224.17380907857276,0.0,16.0,0.0,16.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Lenovo,4.4,29990,Snapdragon,8.0,3.2,12.0,256.0,6550.0,45.0,Fast,8.8,1600x2560,1600.0,2560.0,343.05385934751286,144.0,8.0,0.0,13.0,2.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Acer,4.05,11999,Kompanio,8.0,2.0,4.0,64.0,6000.0,0.0,Unknown,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,13.0,0.0,Android,0.0,1TB,Unknown,Unknown,Wi-Fi
HTC,4.65,15999,Unisoc,8.0,2.0,8.0,128.0,7000.0,0.0,Unknown,10.36,2000x1200,2000.0,1200.0,225.13327779325485,0.0,5.0,0.0,5.0,0.0,Unknown,0.0,512GB,Dual Sim,not_available,Wi-Fi
Wishtel,4.75,13380,Octa,8.0,2.0,4.0,64.0,8000.0,0.0,Unknown,10.0,1920x1200,1920.0,1200.0,226.4155471693585,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,256GB,Dual Sim,not_available,Wi-Fi
Huawei,4.45,26999,Snapdragon,8.0,2.4,6.0,128.0,7700.0,22.5,Fast,11.5,1440x2200,1440.0,2200.0,228.6410911936667,120.0,8.0,0.0,13.0,0.0,Harmony,3.1,Unknown,Unknown,not_available,Wi-Fi
Acer,4.1,17899,Helio,8.0,2.0,6.0,128.0,7100.0,0.0,Unknown,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Doogee,4.05,16500,Unisoc,8.0,2.0,6.0,128.0,6600.0,0.0,Unknown,10.1,1200x1920,1200.0,1920.0,224.17380907857276,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Doogee,4.35,24999,Tiger,8.0,2.0,8.0,128.0,7500.0,0.0,Unknown,10.4,1200x1920,1200.0,1920.0,217.7072568936139,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Lenovo,4.45,8999,Helio,8.0,2.0,3.0,32.0,5100.0,10.0,Fast,9.0,800x1340,800.0,1340.0,173.40454377688357,0.0,2.0,0.0,8.0,0.0,Android,12.0,Supported,Unknown,Unknown,Wi-Fi
Blackview,4.6,19990,Helio,8.0,2.2,8.0,256.0,22000.0,33.0,Fast,10.36,1200x2000,1200.0,2000.0,225.13327779325485,0.0,16.0,0.0,48.0,0.0,Unknown,0.0,(Hybrid),Dual Sim,not_available,Wi-Fi
Honor,4.35,10999,Snapdragon,8.0,2.8,4.0,128.0,7250.0,0.0,Fast,11.5,2000x1200,2000.0,1200.0,202.81571808157565,120.0,5.0,0.0,5.0,0.0,Android,13.0,Unknown,Unknown,not_available,Wi-Fi
Honor,4.05,36999,Snapdragon,8.0,2.84,8.0,256.0,10050.0,66.0,Fast,13.0,1840x2880,1840.0,2880.0,262.8924229328471,144.0,9.0,0.0,13.0,0.0,Android,13.0,Not_available,Unknown,Unknown,Wi-Fi
Boox,4.1,87282,Snapdragon,8.0,0.0,4.0,64.0,5000.0,0.0,Unknown,7.8,1404x1872,1404.0,1872.0,300.0,0.0,0.0,0.0,0.0,0.0,Android,11.0,Not_available,Unknown,Unknown,Wi-Fi
iKall,4.1,6899,Octa,8.0,2.0,3.0,32.0,4500.0,0.0,Unknown,8.0,480x640,480.0,640.0,100.0,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,128GB,Single Sim,not_available,Wi-Fi
Realme,4.35,13999,Tiger,8.0,2.0,6.0,128.0,6400.0,18.0,Fast,8.68,800x1340,800.0,1340.0,179.79733801750604,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Teclast,4.25,15000,Helio,8.0,2.2,8.0,256.0,8000.0,18.0,Fast,11.0,2000x1200,2000.0,1200.0,212.0346143580109,0.0,8.0,0.0,20.0,20.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Domo,4.65,7999,Helio,4.0,1.5,4.0,64.0,4020.0,0.0,Unknown,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,512GB,Dual Sim,not_available,Wi-Fi
Teclast,4.3,5990,Allwinner,8.0,0.0,4.0,64.0,5000.0,0.0,Fast,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,2.0,0.0,5.0,0.0,Android,13.0,1TB,Unknown,Unknown,Wi-Fi
Lenovo,4.25,10349,Helio,8.0,2.0,4.0,64.0,5100.0,10.0,Fast,9.0,800x1340,800.0,1340.0,173.40454377688357,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,512GB,Single Sim,not_available,Wi-Fi
Acer,4.0,17990,Helio,8.0,2.0,4.0,64.0,7100.0,0.0,Unknown,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Doogee,4.05,28990,Helio,8.0,2.2,8.0,256.0,8580.0,18.0,Fast,11.0,1600x2560,1600.0,2560.0,274.4430874780103,90.0,8.0,0.0,20.0,0.0,Unknown,0.0,2TB,Dual Sim,not_available,Wi-Fi
DOMO,4.5,5499,Helio,4.0,1.3,2.0,32.0,3000.0,0.0,Unknown,7.0,600x1024,600.0,1024.0,169.54777786686512,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,128GB,Dual Sim,not_available,Wi-Fi
Xiaomi,4.35,15990,Snapdragon,8.0,2.4,3.0,64.0,8000.0,18.0,Fast,11.0,1200x2000,1200.0,2000.0,212.0346143580109,90.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
Huawei,4.5,32999,Snapdragon,8.0,2.84,6.0,128.0,8300.0,0.0,Fast,11.5,2800x1840,2800.0,1840.0,291.3445786625659,144.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Vaio,4.4,28990,Tiger,8.0,2.0,8.0,128.0,7000.0,15.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Honor,4.6,21999,Dimensity,8.0,0.0,8.0,256.0,7250.0,0.0,Fast,11.0,1600x2560,1600.0,2560.0,274.4430874780103,120.0,5.0,0.0,13.0,2.0,Unknown,0.0,Supported,Single Sim,5G,Wi-Fi
ZTE,4.15,39990,Snapdragon,8.0,3.2,8.0,256.0,10000.0,80.0,Fast,12.1,1600x2560,1600.0,2560.0,249.4937158891003,120.0,8.0,0.0,13.0,0.0,Android,13.0,Unknown,Dual Sim,5G,Wi-Fi
Lava,4.1,12494,Helio,4.0,0.0,3.0,32.0,5900.0,0.0,Unknown,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,128GB,Dual Sim,not_available,Wi-Fi
Huawei,4.55,25990,Snapdragon,8.0,3.2,6.0,128.0,7250.0,22.5,Fast,11.0,2560x1600,2560.0,1600.0,274.4430874780103,120.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Unknown,not_available,Wi-Fi
Lenovo,4.6,59990,Dimensity,8.0,3.05,8.0,128.0,12300.0,68.0,Fast,14.5,1080x2400,1080.0,2400.0,181.50382509899015,120.0,8.0,0.0,8.0,0.0,Unknown,0.0,512GB,Dual Sim,5G,Wi-Fi
Blackview,4.0,17990,(12,8.0,2.0,8.0,128.0,7680.0,0.0,Unknown,11.0,1200x2000,1200.0,2000.0,212.0346143580109,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Cube,4.05,24990,Dimensity,8.0,2.4,8.0,256.0,8040.0,25.0,Fast,10.58,1200x2000,1200.0,2000.0,220.45186747997354,120.0,5.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,5G,Wi-Fi
itel,4.1,11765,Unisoc,4.0,0.0,4.0,128.0,6000.0,10.0,Fast,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,8.0,0.0,5.0,0.0,Unknown,0.0,512GB,Single Sim,not_available,Wi-Fi
TCL,4.3,19990,Helio,8.0,2.0,0.0,0.0,8000.0,18.0,Fast,10.95,1200x2000,1200.0,2000.0,213.00280894412057,0.0,8.0,0.0,8.0,0.0,Android,13.0,Supported,Single Sim,not_available,Wi-Fi
Teclast,4.4,5999,Quad,4.0,0.0,4.0,64.0,5000.0,0.0,Fast,10.1,1280x800,1280.0,800.0,149.44920605238187,0.0,2.0,0.0,5.0,0.0,Android,12.0,1TB,Unknown,Unknown,Wi-Fi
HTC,4.3,14990,Helio,8.0,0.0,6.0,128.0,8400.0,0.0,Unknown,11.0,1200x1920,1200.0,1920.0,205.8323156085077,0.0,5.0,0.0,13.0,2.0,Unknown,0.0,256GB,Dual Sim,not_available,Wi-Fi
Teclast,4.65,12499,Tiger,8.0,2.0,6.0,128.0,7000.0,0.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17380907857276,0.0,5.0,0.0,8.0,0.0,Unknown,0.0,Supported,Dual Sim,not_available,Wi-Fi
Chuwi,4.2,11990,Tiger,8.0,2.0,6.0,128.0,7040.0,15.0,Fast,10.51,1200x1920,1200.0,1920.0,215.4286842715114,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Nokia,4.6,17999,Tiger,8.0,2.0,4.0,64.0,8200.0,18.0,Fast,10.36,1200x2000,1200.0,2000.0,225.13327779325485,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Realme,4.0,22990,Helio,8.0,2.0,6.0,128.0,7100.0,18.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
TCL,4.35,42999,Helio,8.0,2.4,8.0,256.0,8000.0,18.0,Fast,12.2,1440x2160,1440.0,2160.0,212.78663265033381,0.0,8.0,8.0,13.0,0.0,Unknown,0.0,512GB,Single Sim,5G,Wi-Fi
Realme,4.05,25999,Helio,8.0,2.0,6.0,128.0,7100.0,18.0,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,8.0,0.0,8.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Oukitel,4.75,12990,Helio,8.0,2.0,4.0,64.0,5150.0,33.0,Fast,8.0,1280x800,1280.0,800.0,188.67962264113208,0.0,8.0,0.0,16.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Nokia,4.75,15498,Tiger,8.0,2.0,4.0,64.0,5250.0,0.0,Unknown,8.0,800x1200,800.0,1200.0,180.27756377319946,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Doogee,4.5,17990,Tiger,8.0,2.0,8.0,128.0,8500.0,18.0,Fast,10.4,1200x1920,1200.0,1920.0,217.7072568936139,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Honor,4.6,29999,Dimensity,8.0,2.85,8.0,256.0,10050.0,0.0,Fast,12.1,1600x2560,1600.0,2560.0,249.4937158891003,144.0,5.0,0.0,13.0,0.0,Unknown,0.0,Supported,Single Sim,5G,Wi-Fi
Oppo,4.15,35990,Dimensity,8.0,3.05,8.0,256.0,9510.0,67.0,Fast,11.61,2000x2800,2000.0,2800.0,296.37640885590446,144.0,8.0,0.0,13.0,0.0,Android,13.0,Not_available,Unknown,Unknown,Wi-Fi
HUAWEI,4.2,34990,Snapdragon,8.0,2.84,6.0,128.0,7250.0,22.5,Fast,10.95,1600x2560,1600.0,2560.0,275.69625226101493,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Samsung,4.55,8999,Helio,8.0,2.4,3.0,32.0,5100.0,15.0,Fast,8.7,800x1340,800.0,1340.0,179.38401080367268,0.0,2.0,0.0,8.0,0.0,Unknown,0.0,1TB,Single Sim,not_available,Wi-Fi
Doogee,4.75,14499,Unisoc,8.0,2.0,8.0,128.0,8300.0,18.0,Fast,10.1,1200x1920,1200.0,1920.0,224.17380907857276,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,1TB,Dual Sim,not_available,Wi-Fi
Huawei,4.4,23990,Snapdragon,8.0,2.4,3.0,32.0,7250.0,22.5,Fast,10.4,1200x2000,1200.0,2000.0,224.26738057097307,0.0,2.0,0.0,5.0,0.0,Unknown,0.0,Supported,Single Sim,not_available,Wi-Fi
Lenovo,4.35,32999,Kompanio,8.0,2.6,8.0,256.0,8000.0,20.0,Fast,11.2,1536x2560,1536.0,2560.0,266.5578009072138,120.0,8.0,0.0,13.0,0.0,Unknown,0.0,Supported,Unknown,not_available,Wi-Fi
Lenovo,4.55,29999,Helio,8.0,2.05,8.0,128.0,8500.0,0.0,Unknown,11.0,2000x1200,2000.0,1200.0,212.0346143580109,0.0,8.0,0.0,13.0,0.0,Unknown,0.0,512GB,Unknown,not_available,Wi-Fi
Apple,4.55,147090,Apple,8.0,0.0,8.0,512.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.6821778078071,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.0,108532,Apple,8.0,0.0,8.0,512.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Unknown,not_available,Wi-Fi
Apple,4.15,118390,Apple,8.0,0.0,8.0,512.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
Apple,4.5,200673,Apple,8.0,0.0,16.0,2000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.8056826935118,0.0,12.0,0.0,12.0,10.0,iPadOS,16.0,Unknown,Single Sim,5G,Wi-Fi
